0;Álcool é um bom desinfetante.
1;Vinagre é bom para limpar o banheiro.
2;Bicarbonato de sódio é um bom desinfetante.
3;Amônia é um bom desinfetante.
4;Lavar as mãos com sabão e água é a melhor maneira de se livrar de germes.
5;Antes de invenção do papel higiênico, as pessoas usavam roupas limpas, toalhas ou até mesmo as mãos.
6;Papel higiênico foi inventado em 1455.
7;O primeiro desinfetante foi inventado em 1867.
8;O primeiro sabão foi feito de animal fat, wood ash e plantain.
9;O primeiro detergente foi feito de sílica, carbonato de sódio e sulfato de sódio.
10;Sabão é feito de gordura e soda cáustica.
11;Detergente é feito de sílica, carbonato de sódio e sulfato de sódio.
12;Água sanitária é feita de cloro e água.
13;Lava-louças é feito de sílica, carbonato de sódio e sulfato de sódio.
14;O primeiro rolo de papel higiênico foi inventado em 1857.
15;Os primeiros sabonetes eram feitos de gordura de animais e cinzas de madeira.
16;Os primeiros detergentes foram feitos de sílica, carbonato de sódio e sulfato de sódio.
17;Lixívia é feita de cloro e água.
18;Água sanitária mata os germes.
19;Lixívia é usada para limpar o banheiro.
20;Bicarbonato de sódio é usado para tirar manchas.
21;Vinagre é usado para tirar manchas.
22;Amônia é usada para tirar manchas.
23;Lavar as mãos com sabão e água é a melhor maneira de se livrar de germes.
24;Os desinfetantes matam os germes.
25;Água sanitária é tóxica.
26;Lixívia é tóxica.
27;Amônia é tóxica.
28;Vinagre não é tóxico.
29;Bicarbonato de sódio não é tóxico.
30;Sabão não é tóxico.
31;Detergente não é tóxico.
32;Lava-louças não é tóxico.
33;Papel higiênico não é tóxico.
34;Álcool não é tóxico.
35;Água sanitária mata as bactérias.
36;Lixívia mata as bactérias.
37;Amônia mata as bactérias.
38;Vinagre não mata as bactérias.
39;Bicarbonato de sódio não mata as bactérias.
40;Sabão não mata as bactérias.
41;Detergente não mata as bactérias.
42;Lava-louças não mata as bactérias.
43;Papel higiênico não mata as bactérias.
44;Álcool não mata as bactérias.
45;Água sanitária mata os fungos.
46;Lixívia mata os fungos.
47;Amônia mata os fungos.
48;Vinagre não mata os fungos.
49;Bicarbonato de sódio não mata os fungos.
50;Sabão não mata os fungos.
51;Detergente não mata os fungos.
52;Lava-louças não mata os fungos.
53;Papel higiênico não mata os fungos.
54;Álcool não mata os fungos.
55;Água sanitária mata as bactérias, fungos e vírus.
56;Lixívia mata as bactérias, fungos e vírus.
57;Amônia mata as bactérias, fungos e vírus.
58;Vinagre não mata as bactérias, fungos e vírus.
59;Bicarbonato de sódio não mata as bactérias, fungos e vírus.
60;Sabão não mata as bactérias, fungos e vírus.
61;Detergente não mata as bactérias, fungos e vírus.
62;Lava-louças não mata as bactérias, fungos e vírus.
63;Papel higiênico não mata as bactérias, fungos e vírus.
64;Álcool não mata as bactérias, fungos e vírus.
65;O cloro é um gás tóxico.
66;A água sanitária é usada para matar bactérias.
67;Para se produzir 1 litro de água sanitária, são necessários 1.000 litros de água.
68;O cloro pode ser usado como um desinfetante para as mãos.
69;Pode-se usar vinagre branco para limpar o chão.
70;O vinagre é um ácido e, portanto, é corrosivo.
71;O vinagre pode ser usado para descalcificar o chão.
72;O bicarbonato de sódio pode ser usado como um desinfetante.
73;O bicarbonato de sódio pode ser usado para limpar o chão.
74;O bicarbonato de sódio pode ser usado para descalcificar o chão.
75;Pode-se usar limão para limpar o chão.
76;O limão é um ácido e, portanto, é corrosivo.
77;O limão pode ser usado para descalcificar o chão.
78;O limão pode ser usado como um desinfetante para as mãos.
79;Pode-se usar água sanitária para limpar o chão.
80;Água sanitária é branca.
81;Água sanitária é transparente.
82;Água sanitária é incolor.
83;Água sanitária é inodora.
84;Água sanitária é insípida.
85;Água sanitária é corrosiva.
86;Água sanitária é tóxica.
87;Água sanitária é inflamável.
88;Água sanitária é um líquido.
89;Água sanitária é um sólido.
90;Água sanitária é um gás.
91;Água sanitária é um líquido corrosivo.
92;Água sanitária é um líquido tóxico.
93;Água sanitária é um líquido inflamável.
94;Água sanitária é um sólido corrosivo.
95;Água sanitária é um sólido tóxico.
96;Água sanitária é um sólido inflamável.
97;Água sanitária é um gás corrosivo.
98;Água sanitária é um gás tóxico.
99;Água sanitária é um gás inflamável.
100;Água sanitária é perigosa.
101;Água sanitária é um produto químico.
102;Água sanitária é um produto perigoso.
103;Água sanitária é um produto químico perigoso.
104;Água sanitária é um produto químico corrosivo.
105;Água sanitária é um produto químico tóxico.
106;Água sanitária é um produto químico inflamável.
107;Água sanitária é um produto químico perigoso e corrosivo.
108;Água sanitária é um produto químico perigoso e tóxico.
109;Água sanitária é um produto químico perigoso e inflamável.
110;Água sanitária é um produto químico corrosivo e tóxico.
111;Água sanitária é um produto químico corrosivo e inflamável.
112;Água sanitária é um produto químico tóxico e inflamável.
113;Água sanitária é um produto químico perigoso, corrosivo e tóxico.
114;Água sanitária é um produto químico perigoso, tóxico e inflamável.
115;Água sanitária é um produto químico corrosivo, tóxico e inflamável.
116;Água sanitária é um produto químico corrosivo, inflamável e tóxico.